Employee_ID,Age,Gender,Department,Job_Level,Salary,Years_at_Company,Performance_Score,Last_Promotion_Date,Absence_Days,Work_Location
E8913,52,Male,Sales,2,7039,9,4,13/04/2024,12,In-office
E1196,34,Female,HR,2,7402,1,4,16/05/2024,15,In-office
E6918,34,Male,Engineering,1,7322,12,4,14/05/2022,9,Remote
E1914,22,Non-binary,Marketing,3,7784,20,3,9/11/2022,8,Hybrid
E5191,59,Male,HR,2,3855,1,4,24/04/2022,7,Hybrid
E4048,52,Female,Sales,2,8733,1,1,6/05/2020,12,In-office
E7445,51,Male,Sales,1,7188,18,1,9/12/2020,4,Remote
E5078,47,Male,Engineering,2,4924,13,4,29/01/2021,2,Remote
E9825,36,Female,Marketing,2,3565,15,4,26/03/2020,2,In-office
E4063,26,Non-binary,Sales,3,8530,14,2,4/01/2024,6,Hybrid
E6150,57,Non-binary,Engineering,2,8459,3,1,22/05/2023,8,Remote
E3413,57,Non-binary,Engineering,3,3624,14,5,3/06/2022,9,In-office
E2448,26,Non-binary,Sales,1,4411,5,4,19/01/2020,5,In-office
E7713,48,Non-binary,Marketing,3,4185,3,5,5/07/2024,5,In-office
E4795,35,Non-binary,Sales,1,3771,10,3,27/04/2022,13,Remote
E4436,44,Female,Engineering,1,4035,7,3,11/11/2024,5,Remote
E6383,49,Non-binary,HR,3,7275,3,1,7/08/2020,10,Hybrid
E1296,54,Female,Engineering,3,3040,15,1,13/04/2022,6,Hybrid
E1185,45,Female,Marketing,3,8926,5,1,12/03/2021,7,In-office
E2634,47,Non-binary,Sales,1,6566,2,4,22/05/2024,8,In-office
E7707,44,Female,Marketing,3,6907,13,3,15/05/2020,1,Hybrid
E8523,46,Male,Marketing,2,5547,5,2,10/06/2021,9,Remote
E1909,54,Male,Sales,3,3871,4,3,23/01/2020,10,Hybrid
E5782,45,Non-binary,Sales,3,3533,11,2,9/02/2024,11,Remote
E1278,29,Non-binary,Marketing,3,7238,10,3,3/09/2024,8,In-office
E5486,52,Female,HR,2,4674,20,5,20/05/2023,4,In-office
E7479,54,Non-binary,Engineering,3,6383,5,2,11/01/2021,1,Hybrid
E3122,37,Female,Engineering,2,7067,1,2,14/10/2020,13,Remote
E4434,54,Male,Engineering,1,6390,12,1,23/05/2023,7,Remote
E2601,53,Female,Marketing,3,4547,1,3,18/01/2020,7,In-office
E7830,55,Non-binary,HR,3,3836,19,2,16/06/2024,13,In-office
E9851,45,Female,Sales,3,8866,18,2,24/11/2021,10,Remote
E7219,41,Male,Sales,3,3338,7,3,24/02/2021,10,In-office
E9814,24,Non-binary,Engineering,2,7824,4,2,25/04/2023,12,In-office
E2804,52,Female,HR,2,4569,17,4,22/04/2023,4,Hybrid
E2192,27,Non-binary,HR,3,8702,8,4,3/03/2021,4,In-office
E5567,43,Non-binary,Marketing,1,3299,16,1,30/06/2023,13,Remote
E8514,58,Male,Engineering,2,4013,20,4,11/01/2020,14,Hybrid
E3789,38,Non-binary,Sales,3,5259,20,2,30/01/2024,1,Remote
E2396,45,Non-binary,Marketing,1,3311,9,1,26/03/2021,12,In-office
E7818,31,Non-binary,HR,1,6638,17,3,16/05/2023,7,In-office
E9424,53,Female,Sales,1,4585,9,3,14/03/2021,11,In-office
E6269,56,Male,Marketing,1,7474,9,2,16/08/2023,6,Remote
E5714,47,Male,Engineering,2,3318,1,2,22/06/2022,1,In-office
E1786,27,Non-binary,Marketing,1,4115,11,5,22/09/2024,1,Hybrid
E1990,30,Male,Marketing,1,5564,6,2,14/08/2022,6,In-office
E6790,47,Non-binary,Sales,1,8650,20,4,21/05/2022,9,In-office
E1876,37,Male,Marketing,3,5723,18,3,26/05/2024,5,Remote
E8652,38,Female,Marketing,1,3661,2,4,1/11/2024,15,Remote
E5870,51,Female,HR,3,5783,16,1,3/07/2020,10,In-office
E9416,38,Male,HR,1,6669,9,1,20/10/2022,3,In-office
E5528,26,Non-binary,HR,2,6687,18,1,4/04/2020,8,In-office
E1764,29,Non-binary,Engineering,2,8023,4,4,9/01/2020,12,In-office
E7679,54,Non-binary,HR,1,3769,8,5,27/08/2023,5,In-office
E5001,45,Male,Engineering,2,7245,9,3,23/11/2020,5,Remote
E7272,59,Female,Sales,3,7168,1,1,28/07/2023,8,Remote
E3465,30,Non-binary,Sales,3,8769,18,1,21/05/2021,3,In-office
E6453,33,Male,HR,1,7711,14,4,17/01/2024,7,In-office
E9220,23,Non-binary,HR,2,3068,17,2,6/04/2023,8,Remote
E4773,51,Non-binary,Marketing,3,8580,19,5,18/07/2020,11,In-office
E6757,36,Male,Marketing,2,6029,8,5,1/07/2021,5,In-office
E7218,37,Non-binary,Sales,1,8758,20,3,30/05/2021,0,Hybrid
E7585,26,Non-binary,Marketing,3,4632,7,5,3/04/2020,1,Remote
E9962,37,Male,Marketing,3,6922,10,1,28/07/2024,10,In-office
E6651,24,Male,Sales,2,4376,7,2,14/11/2021,9,In-office
E6446,48,Male,Sales,3,3454,20,5,3/12/2021,9,Hybrid
E5672,38,Female,HR,3,4165,20,1,8/12/2023,13,Remote
E5593,25,Non-binary,Engineering,1,7960,2,5,9/01/2020,11,Hybrid
E2697,43,Male,HR,3,6087,10,2,13/12/2024,14,In-office
E6377,45,Male,HR,2,6364,13,2,12/03/2023,10,In-office
E7000,45,Female,Marketing,2,5837,1,5,27/12/2020,6,In-office
E5387,44,Female,HR,1,5390,18,4,24/11/2020,12,Remote
E7263,56,Non-binary,Sales,1,6796,10,3,3/03/2023,13,Remote
E9419,42,Female,HR,3,3462,9,4,7/01/2024,11,Hybrid
E4674,52,Non-binary,Sales,1,8901,12,1,10/06/2022,9,In-office
E7771,36,Male,HR,2,7003,8,2,20/10/2020,1,In-office
E9808,35,Non-binary,Marketing,3,4124,3,3,4/01/2022,2,In-office
E7007,42,Female,Sales,2,3908,12,1,21/07/2024,10,In-office
E5009,60,Male,HR,2,5991,14,1,27/07/2020,15,Hybrid
E9148,51,Male,Engineering,1,8710,5,1,9/01/2022,13,Hybrid
E4797,39,Male,Engineering,3,4418,11,5,16/08/2020,5,Hybrid
E9535,55,Male,Engineering,2,7077,13,1,14/12/2020,11,Hybrid
E7722,49,Non-binary,Sales,2,5090,5,1,30/05/2024,0,In-office
E1045,24,Non-binary,Marketing,2,3323,13,3,3/12/2022,5,Remote
E5049,23,Non-binary,HR,3,5781,2,3,6/09/2021,4,Remote
E7046,44,Male,Sales,1,7484,11,3,9/07/2020,12,Hybrid
E8675,52,Non-binary,HR,3,8495,5,3,17/08/2022,1,Remote
E4184,41,Non-binary,Marketing,1,7553,3,4,3/12/2022,3,Remote
E1729,46,Female,Sales,3,3962,1,1,9/07/2021,12,Remote
E4485,38,Non-binary,Engineering,2,6898,5,5,30/05/2021,0,In-office
E8154,38,Female,Marketing,3,4714,6,2,4/08/2023,9,Hybrid
E7351,31,Female,Marketing,3,7212,10,4,19/10/2024,4,Remote
E6510,54,Non-binary,Engineering,1,5775,1,1,4/03/2022,12,Hybrid
E6310,47,Male,Engineering,3,8977,8,3,29/08/2024,2,Remote
E9683,36,Male,Sales,2,6498,3,5,9/01/2022,7,In-office
E8341,34,Male,Engineering,3,7677,11,2,19/08/2023,0,Hybrid
E3939,47,Female,Engineering,1,6459,6,4,26/01/2024,0,In-office
E8975,23,Non-binary,HR,1,4827,11,4,18/05/2022,10,In-office
E1597,60,Male,Marketing,1,3851,6,3,18/07/2023,3,In-office
E8520,33,Male,HR,1,4013,9,5,7/09/2021,7,In-office
E1927,49,Non-binary,Engineering,1,5276,12,5,4/01/2021,12,Hybrid
E5108,53,Male,HR,1,6298,15,5,7/03/2021,8,Hybrid
E8241,32,Female,HR,2,3156,2,4,16/12/2021,3,Hybrid
E1652,58,Male,Sales,3,3375,6,5,1/09/2023,9,Hybrid
E6542,31,Female,HR,2,6341,17,5,22/07/2022,12,Remote
E5049,41,Female,Sales,1,6652,15,2,3/02/2021,13,In-office
E6469,29,Non-binary,HR,2,7843,8,5,12/08/2024,0,In-office
E8306,42,Male,Sales,3,3351,1,1,24/03/2023,4,In-office
E3650,35,Male,HR,1,7433,15,5,8/03/2022,15,Remote
E5290,28,Female,HR,3,4507,17,1,30/03/2020,13,Hybrid
E8736,29,Female,HR,3,4527,20,4,24/05/2024,14,Hybrid
E4952,24,Male,Marketing,3,3190,7,3,18/11/2022,11,Remote
E2952,48,Non-binary,HR,2,4082,9,2,1/06/2021,5,Remote
E2669,25,Non-binary,Sales,2,7327,11,4,4/03/2023,15,Remote
E4911,52,Male,Sales,2,7425,9,2,25/12/2022,8,Hybrid
E3748,29,Male,Sales,1,3381,1,1,3/06/2020,9,In-office
E9979,37,Female,Engineering,3,7908,10,4,13/10/2021,2,In-office
E5244,50,Male,HR,3,8945,4,2,2/06/2023,13,Hybrid
E6761,41,Female,Engineering,2,6147,17,2,3/10/2022,13,Remote
E7690,57,Non-binary,HR,1,7631,17,3,9/06/2024,2,Remote
E2813,51,Non-binary,Engineering,3,4491,19,3,6/06/2020,11,Remote
E6779,38,Non-binary,Engineering,1,3357,9,3,11/08/2020,12,Hybrid
E6271,56,Male,Sales,2,6934,10,5,1/10/2022,11,In-office
E2020,30,Male,HR,3,8861,6,1,15/11/2022,6,In-office
E2228,34,Non-binary,Sales,1,5431,1,4,9/06/2022,14,In-office
E3572,49,Male,Engineering,1,7326,20,4,15/02/2023,9,Remote
E2788,42,Male,Engineering,1,3054,3,2,7/09/2021,5,Hybrid
E3083,51,Male,Engineering,2,7934,15,3,17/10/2024,2,In-office
E7366,59,Non-binary,Engineering,1,4779,6,1,8/04/2022,12,Remote
E4675,40,Male,Marketing,2,4605,12,2,6/10/2020,5,Remote
E4534,23,Female,Marketing,3,8102,8,1,18/07/2022,10,Hybrid
E4729,51,Non-binary,Sales,1,8837,12,2,16/11/2021,11,Remote
E1953,43,Female,Marketing,1,3488,5,1,23/11/2020,4,Remote
E7030,43,Male,Marketing,3,7230,12,1,9/04/2024,15,In-office
E7362,37,Non-binary,Sales,3,8281,14,2,16/03/2021,0,Remote
E3634,32,Male,Engineering,3,8992,3,5,5/12/2024,13,Hybrid
E7819,37,Male,Sales,3,8461,19,1,22/03/2021,1,Remote
E7973,57,Female,Engineering,2,4210,3,3,4/03/2020,6,Hybrid
E3772,29,Female,Engineering,2,8825,11,3,19/10/2023,14,Hybrid
E2812,38,Female,Marketing,2,6463,19,2,21/07/2020,12,Hybrid
E1086,59,Male,Sales,2,7231,13,4,21/10/2022,8,Remote
E8635,28,Male,HR,2,3152,17,4,20/10/2024,1,Remote
E7245,55,Male,Marketing,1,3037,8,3,30/01/2024,5,Remote
E8543,54,Male,Marketing,1,3296,10,5,9/12/2020,3,In-office
E8702,46,Female,HR,2,6747,18,3,9/01/2022,8,Hybrid
E4126,30,Non-binary,HR,3,8074,13,1,4/01/2021,5,Hybrid
E4835,31,Female,HR,3,3984,8,4,2/07/2021,2,Remote
E2385,51,Male,Marketing,2,7605,19,1,1/07/2021,3,Remote
E9798,38,Male,Sales,1,3713,7,3,30/05/2022,1,In-office
E5094,33,Female,HR,1,8555,8,5,5/08/2020,11,In-office
E6763,54,Non-binary,Sales,2,3748,12,4,19/05/2022,1,Remote
E7913,33,Male,Engineering,1,5858,16,2,31/01/2022,5,In-office
E8466,44,Male,HR,1,5257,6,1,30/03/2020,9,Remote
E5082,22,Female,HR,3,5690,1,5,31/03/2024,9,Hybrid
E9432,32,Non-binary,Sales,2,6446,17,2,6/03/2022,8,Hybrid
E6523,60,Non-binary,Engineering,3,5616,4,5,24/10/2023,12,Hybrid
E5193,48,Female,HR,1,3668,20,4,29/07/2024,0,Hybrid
E2201,51,Female,Engineering,2,4737,17,3,8/03/2023,5,In-office
E5765,26,Non-binary,Sales,2,3646,9,5,28/06/2023,4,Hybrid
E7813,42,Male,Engineering,2,6884,5,1,27/02/2024,2,Hybrid
E8400,51,Male,Engineering,3,8259,3,3,15/11/2021,15,Remote
E6269,28,Male,Engineering,2,3268,6,4,31/08/2023,0,Remote
E9750,49,Female,Marketing,2,7775,19,5,12/12/2021,14,Remote
E4684,40,Male,Engineering,1,7265,9,4,17/10/2023,14,In-office
E1506,44,Female,Engineering,3,6534,12,3,18/09/2022,7,Hybrid
E7987,39,Male,Sales,2,8198,9,1,18/08/2020,5,Hybrid
E6817,33,Female,Marketing,2,5431,11,2,14/04/2022,3,Hybrid
E3941,49,Non-binary,HR,1,4638,17,3,6/03/2023,8,In-office
E5368,26,Non-binary,Engineering,3,7502,8,3,4/07/2022,2,Hybrid
E5212,23,Female,Sales,1,5605,2,3,25/12/2021,1,Hybrid
E9202,56,Male,Sales,3,3137,8,2,2/03/2023,4,Remote
E8481,33,Female,Engineering,2,7996,1,5,2/02/2021,7,In-office
E7613,59,Non-binary,Engineering,1,5341,17,3,23/04/2021,13,Hybrid
E3395,26,Female,Marketing,1,3048,17,4,9/09/2024,3,In-office
E4290,35,Male,HR,2,5833,9,1,31/03/2024,11,Hybrid
E8333,55,Female,Engineering,3,4703,18,1,1/10/2021,15,Hybrid
E8325,31,Female,HR,3,6652,1,2,4/02/2020,11,In-office
E1334,30,Male,HR,3,5686,12,1,4/11/2022,3,In-office
E4507,23,Non-binary,Engineering,2,4585,20,5,4/06/2021,1,Remote
E8167,37,Non-binary,Marketing,2,4875,11,4,19/12/2021,12,Hybrid
E2505,36,Female,Engineering,2,6237,6,5,2/12/2023,0,Remote
E1980,31,Male,Marketing,3,3173,12,5,16/09/2024,9,In-office
E8711,49,Male,HR,2,8787,6,2,27/12/2021,1,Hybrid
E7183,50,Female,Engineering,2,4628,3,2,20/02/2022,2,Hybrid
E2130,30,Male,Marketing,3,6073,7,3,1/11/2020,7,Remote
E8765,57,Male,Engineering,1,5742,17,1,6/07/2021,5,In-office
E1627,49,Female,Marketing,2,8244,5,3,13/12/2024,11,In-office
E4221,32,Male,HR,1,4426,8,3,15/06/2021,1,In-office
E1728,24,Female,Sales,3,6823,15,5,10/05/2024,15,Hybrid
E9727,55,Non-binary,Sales,1,5482,16,2,27/07/2023,0,Remote
E7215,39,Non-binary,HR,2,3585,17,3,22/08/2021,0,Remote
E4269,46,Female,Sales,1,4826,3,2,26/12/2022,5,Hybrid
E2613,48,Male,Marketing,3,6932,6,3,11/07/2021,0,In-office
E8199,39,Non-binary,Engineering,1,8697,17,3,7/04/2023,15,Remote
E4448,50,Female,HR,2,8063,12,5,26/01/2022,11,Remote
E2370,27,Female,Engineering,1,8317,4,1,30/05/2021,9,Remote
E2668,52,Male,HR,1,4826,2,3,15/02/2022,5,Hybrid
E7864,48,Female,Marketing,3,6690,1,4,23/05/2024,9,Hybrid
E1521,50,Male,Engineering,1,5374,20,2,22/11/2022,11,In-office
E4105,55,Male,Engineering,2,5641,12,1,31/12/2023,14,Remote
E7450,34,Female,Sales,1,4365,8,4,26/02/2020,10,Remote
E9770,34,Female,Engineering,2,8396,17,1,3/04/2022,8,Remote
E1166,47,Male,Marketing,2,7843,10,2,10/11/2023,15,Remote
E2124,44,Non-binary,Marketing,1,8979,19,5,8/07/2023,13,In-office
E9908,58,Male,Marketing,3,4634,9,1,12/07/2021,9,Remote
E5135,54,Female,Engineering,3,6286,7,5,9/09/2022,13,In-office
E1071,37,Non-binary,Marketing,3,8817,4,1,24/09/2022,11,Hybrid
E3989,30,Non-binary,HR,2,5389,19,2,23/04/2020,7,Remote
E3072,44,Non-binary,Engineering,3,6503,16,1,21/11/2020,14,Hybrid
E2167,44,Female,Marketing,3,4860,16,4,9/03/2023,6,In-office
E6815,45,Male,HR,2,7299,10,2,20/04/2023,13,Remote
E9715,27,Female,HR,2,5578,2,2,7/07/2020,11,In-office
E8070,32,Non-binary,Engineering,3,7295,17,2,30/04/2021,6,In-office
E3505,47,Female,Marketing,3,7220,20,2,17/01/2022,11,Hybrid
E6444,47,Female,HR,3,6923,8,1,3/02/2025,3,In-office
E2682,45,Non-binary,HR,1,8375,17,3,8/11/2023,14,In-office
E7102,25,Non-binary,Engineering,1,4179,7,1,8/01/2021,7,In-office
E2749,46,Male,Engineering,1,8410,12,5,13/05/2023,11,Hybrid
E4953,48,Non-binary,Marketing,2,8577,15,5,10/02/2023,1,Remote
E9724,37,Female,Marketing,2,4504,2,1,25/03/2021,13,Remote
E1266,30,Female,HR,3,7558,10,3,18/04/2021,15,Hybrid
E7858,53,Male,Engineering,3,4210,3,3,22/08/2021,11,Hybrid
E7627,53,Non-binary,Engineering,2,3507,18,1,25/02/2022,7,In-office
E2948,40,Male,Engineering,2,6259,19,1,27/04/2022,1,In-office
E4089,35,Non-binary,HR,3,7421,20,2,2/06/2023,3,In-office
E9662,27,Non-binary,HR,1,4727,10,5,26/06/2021,0,Remote
E4868,29,Male,Marketing,2,5210,14,1,14/12/2024,3,Hybrid
E1825,60,Non-binary,Marketing,1,4777,18,1,26/03/2021,7,Hybrid
E8682,47,Male,Engineering,3,4194,4,4,26/02/2024,9,Remote
E7107,57,Male,Marketing,2,4147,20,4,24/03/2020,2,In-office
E3325,26,Male,Sales,1,7860,10,5,12/08/2020,14,Remote
E9283,25,Female,Marketing,2,6200,2,1,27/08/2022,5,Hybrid
E9178,25,Non-binary,HR,3,8941,10,1,26/01/2024,14,Remote
E4767,35,Non-binary,HR,1,3294,1,1,6/07/2023,1,In-office
E8643,24,Non-binary,Sales,2,7201,19,3,2/03/2023,7,Hybrid
E4481,46,Non-binary,Sales,3,8754,11,2,28/02/2021,15,Remote
E7276,36,Female,Engineering,1,4583,6,4,31/07/2024,11,Remote
E9084,37,Non-binary,Engineering,2,4125,13,5,25/11/2021,7,Hybrid
E8489,47,Female,Engineering,1,5530,15,3,26/03/2024,4,In-office
E8002,52,Female,HR,3,6310,11,2,6/04/2022,14,Remote
E3515,50,Female,HR,3,8195,11,3,7/10/2022,12,Hybrid
E2532,43,Female,Sales,2,5998,18,3,23/08/2023,2,Hybrid
E7925,52,Female,HR,2,4874,4,2,16/03/2023,10,Remote
E7708,54,Male,Engineering,2,4213,7,5,13/01/2024,0,In-office
E3758,23,Male,Sales,3,7445,4,4,21/10/2020,2,Remote
E2031,58,Non-binary,HR,1,3173,17,2,20/12/2023,2,Hybrid
E1485,39,Non-binary,Engineering,2,5851,18,1,25/08/2023,13,Remote
E9038,53,Male,HR,3,3414,13,3,16/01/2022,1,Remote
E4633,36,Non-binary,HR,3,3448,14,5,16/10/2021,1,In-office
E9322,42,Male,HR,1,7481,7,2,5/06/2021,7,Hybrid
E2082,58,Male,HR,3,7674,11,3,14/02/2024,3,Remote
E7694,58,Female,HR,1,8682,13,5,16/06/2023,0,Hybrid
E4498,51,Non-binary,Marketing,1,6002,3,2,29/04/2021,2,Hybrid
E8438,35,Female,Engineering,1,5609,10,5,25/03/2024,15,Remote
E4053,47,Female,HR,3,4944,5,5,19/10/2024,5,Remote
E8939,43,Non-binary,Engineering,2,6692,19,5,24/04/2024,8,In-office
E4328,39,Male,Sales,1,5437,13,3,19/02/2020,4,Hybrid
E1167,54,Non-binary,HR,1,5691,15,3,21/08/2020,9,In-office
E4061,25,Non-binary,Marketing,2,3752,4,5,20/08/2023,1,Remote
E4069,32,Male,Engineering,2,8401,15,4,11/10/2021,11,In-office
E6805,51,Non-binary,HR,1,3207,8,4,10/01/2025,12,In-office
E3810,42,Non-binary,HR,2,7830,2,1,28/09/2023,6,Hybrid
E7996,41,Non-binary,Sales,1,6236,18,1,31/08/2022,9,Hybrid
E2777,46,Female,Engineering,1,8846,16,3,5/05/2021,1,Hybrid
E6687,52,Female,Sales,1,6063,14,2,21/04/2024,0,In-office
E1936,53,Male,Marketing,1,8915,13,4,30/05/2024,5,Hybrid
E3296,38,Male,HR,2,3754,9,3,5/07/2020,5,Remote
E9881,39,Female,Marketing,3,5067,15,5,20/06/2023,15,Remote
E2775,37,Male,Marketing,3,6025,16,4,14/04/2020,11,Remote
E3988,60,Female,HR,3,4154,11,5,6/05/2024,6,Remote
E7857,39,Non-binary,Engineering,2,7821,17,1,17/02/2020,14,In-office
E7924,38,Non-binary,Sales,1,6013,12,2,18/12/2023,9,Hybrid
E4651,28,Male,Engineering,1,8866,18,3,28/01/2023,4,In-office
E1021,57,Female,Sales,3,8081,17,2,25/04/2023,9,Hybrid
E4910,33,Male,Engineering,1,5285,9,3,7/04/2021,3,Remote
E3228,58,Male,Sales,3,4269,5,3,8/08/2021,11,In-office
E7924,45,Non-binary,HR,1,8979,20,4,8/12/2024,14,Remote
E6661,47,Female,Marketing,2,7773,11,3,30/10/2021,2,Hybrid
E8584,45,Male,Sales,1,5091,13,5,2/10/2022,7,Remote
E2863,39,Non-binary,HR,3,7683,19,4,9/02/2021,13,Remote
E9003,29,Female,Sales,3,4393,2,5,19/09/2022,13,In-office
E6376,44,Male,Sales,2,3576,8,1,26/12/2023,10,In-office
E2999,25,Male,Sales,2,5594,15,4,2/10/2023,10,In-office
E2287,47,Female,Marketing,2,7223,3,1,15/01/2023,2,In-office
E1607,22,Non-binary,Marketing,1,4031,7,5,3/01/2022,10,Remote
E8389,38,Non-binary,HR,3,3539,5,1,14/09/2022,15,Hybrid
E6932,54,Female,Engineering,2,7559,8,1,4/06/2021,14,In-office
E1484,55,Female,HR,3,7124,1,2,16/04/2021,13,Hybrid
E3629,46,Non-binary,Engineering,2,3279,6,3,10/10/2020,0,Remote
E5214,24,Non-binary,Marketing,2,8855,5,2,8/01/2025,5,Hybrid
E6041,24,Male,Engineering,1,5256,12,5,24/05/2020,1,Remote
E9912,27,Female,Marketing,2,8414,3,2,2/06/2024,15,Hybrid
E5870,60,Female,Marketing,2,7472,11,3,8/10/2023,5,Hybrid
E2338,35,Non-binary,Engineering,2,6020,1,1,25/12/2020,0,Hybrid
E6812,45,Female,HR,2,3048,12,3,10/08/2024,15,Hybrid
E3970,59,Female,HR,1,8032,1,5,3/08/2022,7,Remote
E1120,26,Male,Marketing,2,6260,11,5,11/04/2020,4,Hybrid
E3810,60,Male,Sales,1,4328,3,1,28/04/2021,13,In-office
E8213,27,Male,Engineering,3,4478,8,5,30/03/2022,13,Hybrid
E3517,56,Non-binary,Engineering,1,7595,9,5,20/12/2022,15,Remote
E7708,51,Non-binary,Sales,3,3122,4,5,12/04/2024,9,Hybrid
E3406,26,Female,Sales,2,6107,15,3,25/02/2023,12,Hybrid
E1733,42,Female,Sales,3,8248,14,2,16/12/2024,15,Remote
E8164,33,Non-binary,Sales,2,4471,3,5,1/06/2021,3,Hybrid
E2760,52,Female,Marketing,1,4357,15,1,14/04/2024,14,In-office
E8861,27,Female,Sales,2,3005,13,3,7/01/2024,2,Hybrid
E2475,34,Non-binary,HR,1,4725,18,1,5/06/2022,4,Remote
E9635,54,Male,HR,1,6832,16,3,9/07/2021,10,Remote
E7627,58,Female,Marketing,3,7212,11,5,10/08/2021,1,Remote
E8926,57,Male,Sales,3,7272,20,1,1/02/2023,7,In-office
E6471,40,Non-binary,Sales,2,7186,7,2,13/09/2020,14,In-office
E5508,55,Non-binary,Engineering,1,5796,6,5,7/07/2024,5,In-office
E6937,58,Male,Sales,3,5868,16,1,24/02/2020,10,Remote
E7042,60,Non-binary,Sales,2,5469,18,4,4/05/2022,7,Remote
E4543,38,Non-binary,Marketing,2,8746,1,4,16/02/2022,5,Hybrid
E5113,54,Non-binary,Marketing,1,8299,17,1,14/12/2024,12,Remote
E5357,53,Male,Marketing,3,8955,1,4,1/12/2024,0,Hybrid
E7319,54,Male,Engineering,3,6874,4,1,15/10/2024,2,Hybrid
E2168,42,Non-binary,Sales,2,7297,5,2,19/12/2022,14,Remote
E1165,29,Female,Marketing,2,8919,15,4,2/03/2020,3,In-office
E6988,35,Male,Marketing,2,5164,16,4,23/10/2022,15,In-office
E3159,27,Male,Marketing,1,8911,8,1,27/07/2020,1,Hybrid
E6903,58,Male,Engineering,3,6487,8,1,21/05/2022,5,In-office
E3287,58,Male,Marketing,1,3076,18,4,1/04/2022,6,Hybrid
E6236,31,Non-binary,HR,2,7163,11,1,2/03/2021,11,In-office
E1716,44,Non-binary,Sales,3,6192,18,3,29/06/2022,1,Hybrid
E9539,52,Female,Marketing,3,5716,8,1,31/03/2023,5,In-office
E1332,28,Female,Marketing,2,4549,18,3,19/10/2022,0,Remote
E5808,22,Male,Marketing,3,3956,10,3,3/03/2022,11,Remote
E4902,38,Non-binary,Sales,1,6793,16,1,28/09/2024,4,Hybrid
E7332,29,Female,HR,1,4751,2,5,27/11/2023,10,Remote
E7466,60,Non-binary,Marketing,3,6983,1,2,21/03/2021,1,In-office
E3929,36,Non-binary,Engineering,3,8566,1,1,22/01/2023,4,In-office
E7043,31,Male,Sales,3,8381,1,4,27/12/2020,11,Remote
E2032,58,Female,Engineering,2,6650,15,4,2/02/2022,4,Remote
E2169,38,Non-binary,Engineering,1,3426,11,5,27/02/2022,4,Remote
E2440,34,Non-binary,Engineering,2,5561,20,4,1/06/2022,8,Hybrid
E6338,55,Non-binary,HR,3,8891,2,3,3/01/2024,6,Remote
E3548,23,Non-binary,Sales,1,4130,2,1,3/12/2020,11,In-office
E7146,46,Female,Marketing,2,7879,20,4,1/10/2022,10,Hybrid
E3835,32,Female,Sales,3,8910,8,5,1/04/2024,3,In-office
E5158,27,Female,Sales,3,8130,4,4,3/08/2021,8,Hybrid
E3337,32,Female,HR,2,6922,9,5,29/03/2023,13,Hybrid
E5274,47,Male,Engineering,1,8369,16,4,28/09/2023,7,Hybrid
E8462,44,Male,Engineering,2,7907,14,5,15/03/2022,10,In-office
E6111,22,Female,Sales,3,5267,13,2,7/10/2022,15,In-office
E5871,48,Female,Engineering,3,7553,16,5,28/11/2023,12,In-office
E2356,22,Non-binary,Marketing,3,4689,16,2,14/06/2024,5,In-office
E8144,49,Female,Marketing,2,8129,4,1,23/07/2020,2,In-office
E6482,47,Female,Sales,3,5686,6,4,11/09/2021,10,Hybrid
E2373,47,Female,Sales,3,3363,2,3,19/10/2023,4,In-office
E4253,26,Female,Marketing,3,6858,19,1,30/03/2023,6,Remote
E6903,51,Male,Engineering,2,4801,1,2,22/01/2021,10,Remote
E2578,42,Male,Sales,2,5752,18,5,11/07/2021,1,Hybrid
E9416,22,Male,Marketing,2,3062,6,2,19/03/2021,11,Hybrid
E3974,60,Female,Engineering,1,4268,2,2,7/06/2022,7,Hybrid
E4211,44,Female,HR,3,7892,4,4,16/09/2024,5,Remote
E8748,54,Female,Marketing,1,7129,14,3,24/09/2023,12,Remote
E5338,23,Non-binary,HR,1,8395,9,5,16/11/2023,9,Remote
E7305,52,Male,Sales,1,5538,18,5,31/08/2021,5,Remote
E5600,56,Non-binary,Sales,2,4828,1,4,28/05/2024,14,Remote
E8921,52,Male,Engineering,1,4140,17,5,14/09/2023,15,Hybrid
E4633,26,Non-binary,HR,2,5718,12,3,1/07/2022,8,Hybrid
E8489,46,Male,HR,1,5851,7,3,28/08/2023,2,Hybrid
E8733,54,Male,Engineering,2,5903,12,5,6/05/2020,3,Hybrid
E4899,34,Non-binary,Marketing,3,6917,15,5,19/10/2024,7,Remote
E5565,30,Non-binary,Engineering,1,5580,7,5,1/07/2020,0,In-office
E8642,34,Non-binary,Marketing,2,6409,6,2,24/05/2021,0,Hybrid
E1463,47,Female,Marketing,3,5593,7,2,30/12/2020,12,Hybrid
E6953,33,Female,Engineering,3,6439,2,5,17/07/2024,14,Hybrid
E6061,45,Non-binary,Sales,2,7332,12,3,10/03/2021,14,Hybrid
E4384,32,Female,HR,1,3099,9,4,25/12/2021,0,Hybrid
E9398,48,Non-binary,Sales,3,4155,4,5,29/03/2024,2,In-office
E9265,35,Male,HR,2,3303,17,2,27/07/2020,1,In-office
E6096,26,Non-binary,Engineering,2,7401,9,3,18/10/2022,11,In-office
E2352,38,Non-binary,Engineering,2,4449,14,4,29/11/2021,0,Remote
E3989,42,Male,Marketing,3,3924,10,3,13/04/2021,3,In-office
